square_feet,num_bedrooms,num_bathrooms,lot_size,year_built,has_garage,neighborhood,price_k
1103.0,4,2,4440.0,1984,No,A,252.53
2270.0,3,2,5240.0,1997,Yes,D,342.14
1837.0,4,3,7337.0,1963,Yes,A,345.85
1415.0,3,3,4803.0,2003,Yes,C,280.3
2101.0,3,3,5938.0,1975,Yes,C,319.87
1222.0,3,1,5088.0,1992,Yes,C,234.86
2020.0,5,3,4836.0,1991,No,D,315.67
1289.0,2,2,4650.0,1967,No,B,227.21
2231.0,5,2,6052.0,2004,Yes,D,350.65
1538.0,2,1,3903.0,1999,Yes,B,233.97
1775.0,3,1,3302.0,1970,Yes,D,251.62
2147.0,3,1,5112.0,1983,Yes,B,331.24
1614.0,4,3,5289.0,1989,No,A,282.64
1971.0,2,1,2264.0,1979,Yes,C,263.05
1243.0,4,1,4984.0,2019,Yes,C,255.64
2315.0,4,2,3160.0,1974,No,A,315.96
2882.0,4,2,5940.0,2018,No,C,392.5
3396.0,3,1,2294.0,1978,Yes,A,418.46
2046.0,5,1,7888.0,2016,Yes,A,346.06
2394.0,4,1,4493.0,2006,No,C,325.47
1110.0,3,2,3703.0,1996,Yes,B,239.54
2751.0,4,1,4576.0,1966,Yes,A,387.22
2388.0,3,2,5834.0,1998,No,D,327.95
1758.0,3,1,6336.0,1999,Yes,B,308.13
2619.0,3,1,4589.0,1954,Yes,B,357.2
1873.0,3,2,2842.0,1962,Yes,B,290.74
1771.0,2,1,3182.0,2012,No,C,269.26
2238.0,3,1,5430.0,1988,No,D,301.43
1468.0,4,2,6481.0,2017,No,C,275.53
2511.0,5,2,6676.0,1994,Yes,C,395.86
1472.0,5,3,5252.0,1966,Yes,A,300.31
1475.0,3,1,6451.0,2008,Yes,B,281.72
1545.0,4,3,7869.0,2008,No,B,306.47
2380.0,2,3,6786.0,1957,Yes,C,340.64
1692.0,4,3,6383.0,1979,Yes,B,310.35
1326.0,2,2,3790.0,1952,Yes,D,210.39
1697.0,3,3,6444.0,1966,Yes,A,323.24
1984.0,4,1,5692.0,2000,Yes,A,323.71
1410.0,3,1,5976.0,1973,Yes,A,284.8
1424.0,2,1,6892.0,2013,Yes,C,259.45
3056.0,4,3,5538.0,2020,No,A,429.68
1570.0,3,2,4846.0,1998,Yes,D,260.21
1838.0,2,3,3395.0,1969,Yes,D,266.59
1816.0,2,2,4555.0,1978,Yes,A,307.56
1789.0,3,3,5319.0,1959,No,B,281.87
2311.0,2,3,5416.0,1958,Yes,A,325.72
2474.0,4,3,5366.0,2020,No,B,370.24
1847.0,3,2,6439.0,2012,Yes,B,312.13
1382.0,4,3,6298.0,1982,No,C,256.37
2637.0,2,4,4907.0,1973,No,A,357.79
1952.0,3,2,3729.0,1981,Yes,D,306.62
2865.0,4,2,5575.0,1953,Yes,D,367.15
877.0,4,3,8370.0,2011,No,B,249.47
2098.0,4,2,5482.0,1971,Yes,B,341.01
2959.0,5,3,4556.0,1972,No,B,405.54
1823.0,3,1,5804.0,1975,No,A,301.97
1887.0,3,2,5894.0,1998,Yes,C,320.36
2148.0,4,1,5877.0,1993,No,B,346.69
1721.0,2,2,7059.0,1971,Yes,B,282.88
1844.0,2,2,5579.0,2016,Yes,B,316.01
1831.0,3,3,6988.0,1991,No,B,300.59
1686.0,4,1,5345.0,2001,Yes,C,288.03
2614.0,3,3,7269.0,1966,Yes,C,374.56
2231.0,2,3,6810.0,1963,Yes,B,336.19
2125.0,3,2,6383.0,2013,Yes,B,345.37
2404.0,4,1,6184.0,1994,Yes,D,337.65
1868.0,3,1,8452.0,2013,Yes,C,304.59
1613.0,3,2,6615.0,1979,Yes,C,289.57
1699.0,4,1,3726.0,1962,Yes,C,259.35
2001.0,5,2,5369.0,1975,No,A,344.79
1470.0,4,4,4603.0,1981,Yes,A,306.45
1750.0,4,1,8097.0,1995,Yes,B,327.19
1742.0,3,2,6877.0,2000,Yes,D,309.17
3062.0,3,4,8048.0,1983,No,B,419.12
613.0,3,3,3860.0,1977,Yes,D,175.01
1910.0,4,3,6653.0,1968,No,A,337.38
2863.0,3,3,2953.0,1997,Yes,C,374.5
2061.0,4,2,2612.0,1983,Yes,A,317.04
2377.0,5,3,4405.0,1965,Yes,B,375.21
2050.0,2,3,7269.0,2020,Yes,B,346.51
1666.0,2,2,3511.0,1976,Yes,C,261.39
879.0,2,2,4975.0,2000,Yes,B,213.04
2103.0,3,2,6783.0,2003,Yes,B,351.47
1612.0,2,2,6270.0,1966,No,A,281.64
1600.0,4,1,8324.0,2017,Yes,B,312.45
1751.0,2,2,5005.0,1950,Yes,A,302.19
2872.0,3,2,4338.0,1963,Yes,B,386.14
3202.0,2,2,3358.0,1956,No,A,373.86
2109.0,5,1,4448.0,2013,Yes,B,338.17
1768.0,4,3,3345.0,1957,Yes,B,302.83
1411.0,5,1,2305.0,2003,No,B,256.67
2234.0,5,1,7945.0,1973,Yes,B,360.7
2891.0,3,2,5073.0,2004,Yes,A,393.73
1876.0,3,2,8887.0,1950,No,D,273.62
811.0,2,1,3741.0,2018,Yes,C,197.73
2335.0,3,2,4357.0,1981,No,B,326.45
2493.0,4,3,3837.0,1950,Yes,D,339.76
1207.0,2,2,4039.0,2015,Yes,D,214.44
2088.0,2,2,6310.0,1991,Yes,B,323.5
2226.0,4,1,5849.0,1958,Yes,A,352.71
1963.0,4,2,6313.0,1973,No,B,307.45
1605.0,4,3,7013.0,1968,Yes,A,310.88
2508.0,3,2,6661.0,2000,Yes,C,355.57
1798.0,4,3,3487.0,1951,Yes,B,297.36
1257.0,3,2,4214.0,1959,No,D,222.14
975.0,2,3,5182.0,2018,No,B,215.64
2630.0,4,3,10592.0,1955,Yes,C,383.85
2308.0,5,3,6159.0,2011,Yes,B,361.81
2044.0,2,3,5160.0,2015,Yes,C,329.62
1780.0,3,2,6010.0,1957,No,C,273.6
1736.0,3,3,4095.0,2017,Yes,C,286.06
1462.0,2,2,5394.0,2008,Yes,C,260.14
1784.0,4,3,6432.0,1999,Yes,B,333.08
940.0,3,1,4957.0,1985,No,B,214.4
1632.0,4,2,3865.0,1957,Yes,A,303.11
1845.0,4,3,4883.0,1966,Yes,C,289.61
2305.0,3,1,4521.0,2008,Yes,B,348.01
1980.0,2,2,2964.0,1957,Yes,B,269.37
2397.0,3,3,4143.0,1992,No,C,338.8
2675.0,2,2,2911.0,2012,No,B,351.74
2529.0,3,2,3145.0,1961,No,B,351.27
2235.0,3,2,3289.0,2005,Yes,C,318.75
2006.0,4,2,6430.0,1998,Yes,D,310.63
1510.0,3,1,7234.0,2001,Yes,A,298.2
2370.0,4,1,2696.0,1960,Yes,C,320.74
2840.0,3,1,7370.0,1976,No,A,402.01
2171.0,4,2,3310.0,2011,Yes,B,325.44
2959.0,5,1,6120.0,1958,Yes,B,395.53
1237.0,3,3,5388.0,1985,Yes,C,244.84
1423.0,4,2,5954.0,1995,Yes,D,272.48
2428.0,4,3,3251.0,1978,No,A,348.28
2132.0,4,1,2281.0,2017,Yes,C,319.43
2657.0,4,2,3796.0,1990,Yes,B,380.98
1992.0,3,2,5640.0,1977,No,D,287.17
1566.0,3,3,7935.0,2013,No,B,297.27
1893.0,2,3,3455.0,1973,No,C,276.67
1234.0,3,3,4852.0,1965,Yes,A,268.32
1436.0,5,1,3876.0,1971,Yes,D,249.04
2486.0,4,3,4974.0,1996,Yes,A,381.57
2436.0,3,2,2104.0,1966,Yes,A,338.54
2182.0,4,3,7247.0,1950,Yes,C,354.62
1139.0,4,2,5036.0,1980,No,D,221.63
1821.0,3,2,6376.0,1961,Yes,D,282.9
1388.0,2,1,4652.0,1969,No,A,237.21
2588.0,2,2,5286.0,1968,No,B,324.78
1708.0,4,2,6693.0,1954,No,D,250.9
1457.0,4,1,5198.0,1964,No,A,268.28
2015.0,3,1,5252.0,1974,Yes,C,288.66
1680.0,3,4,3809.0,1984,No,B,290.25
2742.0,4,2,4198.0,2004,Yes,C,377.5
1633.0,5,3,3481.0,2012,No,B,311.02
1300.0,4,4,3893.0,1996,No,C,267.21
924.0,4,3,6877.0,2016,Yes,C,263.48
1985.0,3,3,7713.0,2013,No,C,311.25
1719.0,3,3,3129.0,1971,Yes,C,257.46
1286.0,3,2,5593.0,2018,Yes,B,284.78
2595.0,4,1,4523.0,1951,Yes,C,344.31
2334.0,3,2,7095.0,1974,No,C,324.28
1986.0,4,2,5202.0,2010,No,C,306.51
2682.0,3,1,4989.0,1954,Yes,D,339.1
2331.0,4,2,3883.0,1977,Yes,B,356.9
1589.0,3,2,2702.0,2015,Yes,C,265.6
1480.0,3,3,6141.0,1964,Yes,D,246.06
2409.0,4,2,5529.0,2004,Yes,B,385.37
2198.0,2,2,5566.0,1987,Yes,C,319.66
2085.0,5,2,4101.0,1972,Yes,B,339.38
1577.0,3,2,4781.0,1963,No,A,243.9
2304.0,3,4,6187.0,1981,Yes,B,364.28
1622.0,4,1,6473.0,1993,Yes,C,268.24
1949.0,4,2,3232.0,2019,Yes,B,320.78
2723.0,3,2,4050.0,2007,Yes,B,383.16
1670.0,5,2,2915.0,1953,Yes,B,293.28
1214.0,2,2,5302.0,2011,Yes,A,270.0
1474.0,2,2,6327.0,2009,Yes,C,262.84
2497.0,3,1,4582.0,2008,No,A,338.92
2127.0,3,2,4006.0,1978,Yes,D,296.13
1936.0,3,3,4497.0,1968,Yes,B,311.51
1745.0,3,2,8459.0,1966,Yes,B,301.92
2243.0,3,1,6788.0,1953,Yes,B,326.26
1575.0,4,2,6096.0,1993,Yes,D,280.52
2153.0,3,1,5480.0,1953,Yes,B,316.16
1634.0,5,3,4981.0,2008,Yes,B,343.59
1551.0,4,2,3640.0,1961,Yes,C,256.89
1681.0,3,4,3407.0,1996,Yes,A,319.34
1812.0,3,2,4148.0,1956,Yes,A,298.81
1976.0,3,3,3569.0,1961,Yes,B,326.49
2118.0,4,2,4088.0,2020,No,B,318.24
156.0,2,1,4847.0,2003,Yes,B,153.35
1596.0,3,1,4962.0,2007,Yes,B,278.96
1804.0,5,2,4069.0,2012,Yes,C,293.74
2753.0,4,2,5743.0,1964,No,D,349.18
1460.0,3,2,4716.0,1986,Yes,C,263.39
2081.0,3,3,5322.0,2005,Yes,B,332.26
2748.0,4,1,3883.0,1980,No,A,345.37
1344.0,4,2,6039.0,1964,Yes,B,281.83
2197.0,3,3,4198.0,1951,No,B,328.2
1599.0,3,2,7413.0,1962,Yes,B,302.09
1748.0,4,3,4663.0,1954,Yes,C,293.7
1598.0,4,2,4858.0,1997,Yes,C,285.85
1634.0,4,2,5890.0,1982,No,C,288.1
3361.0,3,1,6218.0,1981,Yes,B,434.46
2422.0,5,3,6379.0,2002,Yes,B,392.18
2551.0,3,3,7663.0,1970,Yes,A,388.16
2246.0,2,4,5993.0,2015,Yes,D,342.67
1197.0,4,2,4900.0,2010,Yes,C,261.19
2197.0,3,3,4206.0,2003,No,A,350.13
2536.0,4,2,4799.0,1990,Yes,B,375.55
1573.0,2,2,7226.0,1987,Yes,A,301.19
2483.0,4,3,2920.0,1982,Yes,D,348.52
2352.0,3,1,3771.0,1957,No,B,306.24
2926.0,4,1,4672.0,1985,No,B,393.99
1791.0,2,2,3752.0,1982,No,B,266.81
1451.0,4,3,4387.0,1978,Yes,B,283.65
1819.0,4,2,7709.0,2006,Yes,D,309.36
2718.0,3,2,4553.0,2010,Yes,B,397.14
1086.0,3,4,5617.0,2004,Yes,B,251.44
966.0,3,2,2513.0,2001,Yes,B,220.06
2045.0,4,1,3346.0,1992,No,A,318.11
1779.0,3,2,6399.0,1975,Yes,C,296.38
2004.0,3,3,7502.0,1951,Yes,B,329.64
2473.0,3,1,5332.0,2004,No,B,343.14
1724.0,5,2,4541.0,1967,No,C,293.27
1063.0,3,1,5744.0,1999,No,A,238.82
3022.0,2,2,1104.0,1994,Yes,C,363.42
1501.0,4,2,5344.0,1964,No,B,280.38
1470.0,4,2,3431.0,1956,Yes,A,279.93
2552.0,2,2,6191.0,1976,No,A,356.29
1808.0,5,3,1712.0,1989,Yes,B,288.04
1968.0,4,3,4057.0,1966,Yes,B,317.22
2241.0,3,3,4939.0,1981,Yes,B,335.36
2542.0,3,2,3857.0,1965,No,C,315.88
1833.0,4,1,4437.0,2012,Yes,A,316.97
2760.0,3,2,6357.0,2009,No,C,362.54
932.0,3,3,4963.0,2001,Yes,C,242.57
2380.0,2,2,3604.0,1998,Yes,A,336.32
1580.0,4,4,6411.0,1998,Yes,B,329.39
2686.0,3,1,5376.0,1975,Yes,B,369.99
2071.0,4,2,5439.0,2000,No,B,313.36
1664.0,3,2,3661.0,1992,Yes,C,260.6
2331.0,4,2,1179.0,2019,No,A,336.15
2447.0,4,2,3641.0,2020,Yes,A,387.54
2321.0,3,2,3488.0,1958,Yes,C,319.61
1485.0,4,2,4080.0,1993,No,C,276.3
1758.0,3,2,3737.0,2013,No,B,270.06
1998.0,4,1,5169.0,1951,Yes,B,296.32
1979.0,2,3,6321.0,1985,Yes,B,308.17
2375.0,3,2,6614.0,1952,Yes,B,351.77
993.0,5,2,6256.0,2003,Yes,B,274.46
2167.0,5,2,3654.0,1970,Yes,C,333.66
1855.0,3,3,5088.0,2016,Yes,B,325.53
1581.0,3,2,7348.0,1958,Yes,C,291.48
1629.0,2,3,2623.0,1961,Yes,B,265.46
1893.0,4,2,7022.0,1986,Yes,B,339.82
199.0,3,2,3506.0,1986,Yes,B,188.04
1649.0,3,2,5441.0,2016,Yes,B,293.36
1562.0,2,2,5619.0,2005,No,D,240.96
2266.0,5,2,5285.0,2012,Yes,B,348.21
1597.0,3,2,8343.0,1975,No,B,289.91
1892.0,3,1,4549.0,1995,Yes,A,307.41
2771.0,3,2,2541.0,2002,Yes,C,360.23
2497.0,3,3,5535.0,2009,Yes,C,384.32
2451.0,4,2,4745.0,1981,No,C,341.39
1750.0,5,2,5832.0,2011,Yes,A,330.05
2272.0,4,4,6323.0,1996,Yes,B,370.4
1883.0,3,2,4949.0,2010,Yes,B,307.23
1902.0,4,1,5654.0,1953,Yes,C,298.26
2205.0,3,3,5216.0,1951,No,D,298.7
1702.0,3,1,7688.0,1972,Yes,B,307.41
2747.0,5,3,4444.0,2004,Yes,B,410.77
1920.0,3,1,3969.0,1990,Yes,A,306.08
2309.0,3,1,6321.0,2017,Yes,A,362.38
2728.0,5,1,3606.0,1986,No,A,364.62
2516.0,2,2,5588.0,1960,Yes,C,329.05
1296.0,4,1,4746.0,1985,Yes,A,271.97
2222.0,5,1,4848.0,1964,Yes,C,344.84
2425.0,3,3,8656.0,2016,No,B,379.92
2446.0,2,3,6851.0,1979,Yes,C,350.25
1443.0,3,3,6532.0,2006,No,D,264.03
1671.0,2,3,5796.0,2011,Yes,D,291.72
2497.0,3,2,3963.0,1982,Yes,B,349.66
1619.0,4,3,5392.0,2014,Yes,C,314.16
1850.0,3,2,5875.0,1950,No,C,269.47
2788.0,3,2,5298.0,1952,Yes,A,384.45
1976.0,3,3,5142.0,1958,Yes,B,326.2
1637.0,3,1,4404.0,1981,Yes,D,265.51
1561.0,4,3,5410.0,1994,Yes,C,276.7
2166.0,3,2,4212.0,2006,Yes,B,334.65
1333.0,4,1,6055.0,1970,No,B,258.38
1876.0,3,1,1976.0,1972,Yes,B,275.08
2167.0,3,1,7038.0,1975,Yes,B,338.86
2650.0,3,3,3033.0,1979,Yes,D,334.71
2334.0,3,4,3399.0,2018,Yes,B,352.47
1643.0,4,2,5613.0,1973,Yes,B,269.45
2589.0,3,2,5810.0,2013,No,A,367.47
1850.0,5,1,8117.0,1984,Yes,D,290.35
1382.0,3,3,5444.0,1971,Yes,D,265.07
1914.0,5,1,4939.0,1988,No,B,326.74
2719.0,2,3,5287.0,2004,Yes,C,359.9
2083.0,3,2,7386.0,1956,Yes,D,304.5
2006.0,2,3,8637.0,2011,No,B,327.04
2819.0,3,2,4723.0,1988,Yes,B,373.03
1284.0,4,2,5814.0,1969,No,B,257.59
1357.0,2,2,4888.0,2005,Yes,A,268.81
1192.0,3,3,4859.0,2015,No,B,239.59
2186.0,2,3,7819.0,1964,Yes,C,331.26
2083.0,3,2,3611.0,1970,No,D,281.91
2771.0,4,2,1499.0,1983,No,B,334.56
2122.0,4,3,5476.0,1984,Yes,A,356.2
1798.0,4,3,6802.0,1954,No,B,298.79
2001.0,3,2,5330.0,2005,Yes,B,327.0
2059.0,5,1,5753.0,1956,Yes,A,351.61
1164.0,4,1,6129.0,2002,Yes,B,274.02
3355.0,3,3,5166.0,1993,Yes,B,446.42
2260.0,3,1,5834.0,2007,No,B,326.53
2105.0,5,1,5809.0,1991,Yes,B,340.11
2308.0,3,1,2062.0,1967,Yes,B,292.53
2355.0,4,2,5171.0,1955,Yes,C,344.81
1930.0,3,2,2641.0,1953,No,B,284.12
1684.0,3,2,4943.0,2018,No,B,269.13
2300.0,4,1,4257.0,1963,No,A,331.76
2193.0,4,3,6551.0,1990,Yes,A,379.47
1595.0,3,3,5367.0,1996,Yes,A,298.47
2710.0,4,1,5710.0,2002,No,A,386.9
2147.0,3,1,4713.0,1970,No,A,297.75
2365.0,4,2,6578.0,1962,Yes,A,362.07
2696.0,5,3,2604.0,2015,No,C,360.5
2011.0,4,3,3657.0,1964,No,C,305.49
2158.0,3,3,6929.0,1994,Yes,A,367.57
2405.0,3,3,4347.0,2014,No,A,352.02
1638.0,4,1,1781.0,1995,No,A,258.96
2027.0,3,1,7179.0,1952,Yes,B,338.06
2063.0,3,2,6615.0,1966,Yes,B,324.67
1522.0,5,3,6066.0,1966,No,A,300.37
3159.0,3,2,5142.0,1969,Yes,B,397.22
1296.0,3,4,7491.0,1953,No,D,234.28
1351.0,2,3,6888.0,1964,Yes,B,271.07
2657.0,2,3,7322.0,2006,No,A,383.5
2357.0,2,1,6043.0,1994,Yes,B,329.79
1487.0,5,1,5184.0,1976,Yes,B,294.02
2304.0,3,3,4401.0,1969,Yes,D,318.89
2734.0,3,1,3097.0,1955,No,B,340.08
1985.0,4,1,5753.0,1967,Yes,C,309.6
3299.0,4,3,5878.0,1998,No,A,440.16
1138.0,4,3,4475.0,1973,Yes,C,256.81
2347.0,3,1,5921.0,1960,Yes,A,354.37
2583.0,4,3,4502.0,1967,No,B,368.43
2446.0,2,1,6301.0,1984,Yes,D,305.81
1898.0,2,2,3677.0,2004,No,C,283.37
1855.0,2,2,3417.0,1977,Yes,D,269.57
2222.0,3,3,4639.0,1985,No,B,331.61
2408.0,3,1,6243.0,1973,Yes,C,312.65
2301.0,4,2,3262.0,1982,Yes,B,326.36
2520.0,3,1,6575.0,1986,Yes,B,355.83
1491.0,4,4,2536.0,1962,Yes,B,264.5
1886.0,2,2,4630.0,1965,Yes,A,316.71
1530.0,2,2,2880.0,1992,Yes,A,261.84
1807.0,3,1,1085.0,1999,No,A,260.87
2508.0,5,2,5550.0,1962,No,B,353.94
2054.0,4,2,4733.0,2020,No,B,322.78
3303.0,5,3,2904.0,1984,Yes,C,430.53
2097.0,4,2,4225.0,1984,Yes,A,317.39
2030.0,4,4,5663.0,1973,Yes,B,331.36
2053.0,4,2,4448.0,2002,Yes,B,327.31
1681.0,4,2,4702.0,1988,Yes,B,306.0
1971.0,2,2,4402.0,1968,No,C,268.6
2564.0,3,2,4127.0,1993,Yes,B,361.36
2057.0,3,3,4107.0,1995,No,A,333.72
1603.0,3,3,4063.0,1994,Yes,C,279.95
1537.0,3,2,3870.0,1981,Yes,C,267.38
1775.0,2,1,3474.0,1954,Yes,D,242.67
2037.0,3,1,4430.0,1955,Yes,C,302.83
2597.0,2,2,4040.0,1956,Yes,C,337.51
1330.0,5,3,3392.0,1964,Yes,C,238.88
1840.0,2,3,6149.0,1969,Yes,A,316.53
2072.0,3,1,6849.0,2008,Yes,C,339.79
1083.0,4,1,5000.0,1953,Yes,B,247.77
1583.0,3,2,5100.0,1989,Yes,C,270.01
1660.0,2,3,3961.0,2014,Yes,B,298.6
1602.0,3,2,6601.0,1984,Yes,B,283.54
2096.0,2,2,7607.0,1993,Yes,B,327.66
1920.0,3,2,4754.0,1956,Yes,C,283.03
1722.0,2,1,4218.0,1971,Yes,A,279.5
2214.0,3,2,5512.0,1972,Yes,C,343.04
2862.0,4,3,5193.0,2014,Yes,A,406.45
2820.0,3,4,4250.0,1969,Yes,A,406.76
1039.0,4,2,5707.0,1981,No,A,239.84
2289.0,3,1,6407.0,1985,Yes,B,329.87
1911.0,3,2,3821.0,1967,Yes,B,302.45
2078.0,4,3,8813.0,1982,No,A,354.2
1801.0,2,1,2701.0,2018,Yes,A,294.4
2059.0,4,3,3722.0,1958,No,D,289.24
2076.0,3,3,5351.0,1991,Yes,B,332.59
1711.0,4,2,8370.0,2020,No,C,306.7
1552.0,3,2,4156.0,1953,Yes,A,275.89
1776.0,3,3,3401.0,1995,Yes,C,289.23
2117.0,4,2,5824.0,1973,Yes,C,326.96
2299.0,4,1,4627.0,2018,No,C,320.45
2427.0,3,1,5998.0,1972,No,B,343.54
1753.0,5,1,4894.0,2004,Yes,D,277.78
2142.0,2,3,3714.0,1964,No,B,283.84
2481.0,2,2,8523.0,2000,Yes,C,372.94
2583.0,3,2,568.0,1999,Yes,C,342.32
1971.0,4,3,7730.0,1996,Yes,D,316.62
1890.0,5,2,6400.0,1974,Yes,A,348.55
2096.0,3,3,3882.0,1988,No,A,315.18
1425.0,2,2,7809.0,2017,Yes,B,288.29
1903.0,4,2,2943.0,1995,No,D,276.19
2372.0,3,2,6512.0,1962,No,A,346.71
2321.0,3,4,1876.0,1987,Yes,B,344.74
1865.0,3,3,3281.0,1985,No,B,281.66
2109.0,2,1,3277.0,1986,No,B,278.8
1588.0,3,4,3874.0,1991,No,A,291.56
2352.0,3,3,5017.0,1968,Yes,C,323.55
1961.0,4,1,3761.0,1986,No,A,298.4
1862.0,4,1,1945.0,2014,Yes,B,298.69
1819.0,2,2,5695.0,1988,Yes,A,306.61
1969.0,3,2,5073.0,1975,Yes,C,295.13
1776.0,3,2,5613.0,1991,No,C,285.97
2329.0,2,2,5258.0,2011,Yes,C,316.51
1802.0,4,2,6431.0,2002,Yes,C,313.11
2796.0,5,1,4887.0,2016,Yes,D,386.88
2733.0,4,1,6519.0,1999,Yes,B,419.29
1554.0,4,2,3836.0,2018,Yes,D,261.55
2035.0,3,2,3922.0,1978,Yes,A,301.97
1675.0,3,2,7064.0,1951,Yes,B,300.41
1837.0,5,3,7034.0,1967,Yes,A,350.62
3001.0,5,1,5861.0,2009,Yes,B,423.59
1846.0,3,1,3666.0,1963,Yes,B,263.19
2180.0,3,1,3546.0,1989,No,D,279.48
2271.0,4,2,6992.0,2013,Yes,B,369.04
1500.0,2,3,6909.0,1979,Yes,C,258.57
1572.0,4,2,4905.0,1978,Yes,C,265.02
1397.0,4,2,8513.0,1978,No,B,272.09
1557.0,2,2,5688.0,1968,Yes,A,270.98
575.0,5,2,3339.0,2007,Yes,B,227.19
2272.0,5,2,4587.0,1989,Yes,B,352.26
3027.0,5,2,5008.0,1958,No,C,375.39
2074.0,3,1,5130.0,1980,No,A,329.81
1292.0,3,3,6875.0,1964,Yes,A,286.78
1679.0,3,2,3566.0,1983,No,C,262.24
1771.0,3,2,3003.0,2011,Yes,D,266.29
1491.0,3,2,5903.0,2006,Yes,A,285.85
2430.0,3,4,4240.0,1970,Yes,C,345.41
2405.0,4,1,8635.0,2003,No,B,372.6
1422.0,2,1,6415.0,1986,No,C,223.2
2363.0,3,2,4212.0,1989,Yes,B,323.5
2763.0,2,2,6819.0,1969,Yes,D,335.36
2951.0,4,1,6096.0,2020,Yes,A,401.91
3433.0,4,3,5951.0,1967,Yes,D,421.31
1549.0,2,2,4817.0,1993,Yes,C,273.97
3412.0,5,3,5631.0,2005,No,D,412.11
1823.0,2,2,1846.0,1966,Yes,C,259.95
1704.0,3,3,6976.0,1991,No,D,270.69
2164.0,4,2,-154.0,2020,Yes,C,312.45
1709.0,4,2,4337.0,1977,Yes,D,271.24
2200.0,2,3,2606.0,1970,No,B,277.01
1340.0,5,1,4249.0,1986,No,D,232.25
1881.0,5,3,4889.0,1972,Yes,B,339.88
2643.0,3,2,3205.0,1997,Yes,C,354.34
1971.0,3,4,838.0,2008,Yes,C,303.45
2071.0,2,2,5311.0,2001,Yes,C,315.77
2238.0,3,3,8130.0,1966,No,C,326.32
2585.0,3,1,4473.0,1987,No,A,340.85
1172.0,4,2,6439.0,1950,No,C,223.72
2292.0,3,3,7257.0,1982,Yes,A,365.66
1866.0,4,3,2150.0,1993,No,B,311.04
2083.0,2,1,4314.0,1969,Yes,C,276.33
2530.0,2,2,3085.0,1996,Yes,C,322.25
1403.0,2,2,3791.0,2018,Yes,C,261.73
1494.0,2,1,7553.0,1991,Yes,C,264.38
1032.0,3,2,5336.0,1975,Yes,A,262.55
1725.0,4,3,6183.0,1998,No,B,321.95
2665.0,4,2,4934.0,2020,Yes,B,398.23
1940.0,3,2,3184.0,1967,Yes,B,305.15
1330.0,4,4,6017.0,1958,No,B,271.7
1757.0,3,1,6879.0,2015,Yes,D,269.28
1256.0,3,2,5476.0,2009,No,B,242.83
1437.0,3,3,5734.0,1986,Yes,C,265.72
2194.0,4,3,3148.0,1996,No,B,339.72
1413.0,2,3,6060.0,1978,No,C,263.34
2556.0,2,3,7019.0,2012,No,A,372.25
1964.0,3,1,5607.0,1964,No,D,269.75
2043.0,5,2,2305.0,1958,No,B,297.32
1861.0,4,3,7453.0,2015,Yes,C,332.06
2386.0,4,1,3583.0,1950,Yes,C,317.46
2392.0,4,1,5582.0,1958,Yes,C,352.09
2168.0,3,3,6429.0,2006,No,A,362.09
2282.0,4,3,6619.0,2005,No,D,322.8
1894.0,4,2,2300.0,1969,No,C,275.92
2271.0,3,3,5176.0,1951,Yes,C,324.15
1831.0,3,3,5077.0,1950,Yes,B,263.73
2001.0,3,4,7159.0,2003,No,C,336.9
1863.0,3,3,5688.0,1968,Yes,B,336.62
1771.0,4,2,7172.0,1967,Yes,B,323.61
1655.0,3,3,5810.0,1973,No,C,268.63
2234.0,3,2,4889.0,2001,Yes,C,342.32
2655.0,4,3,5291.0,1969,Yes,A,398.29
2586.0,3,3,7285.0,1960,No,B,380.18
1372.0,3,1,3055.0,2009,No,C,234.26
2645.0,4,1,6359.0,1965,Yes,D,350.89
1841.0,3,2,4059.0,1962,Yes,D,271.68
2300.0,4,3,3736.0,2002,No,C,329.48
1547.0,2,3,6535.0,1955,No,B,267.49
2071.0,2,2,3675.0,1974,Yes,B,317.23
2157.0,3,2,5566.0,2012,No,B,314.13
1258.0,3,3,4267.0,1996,Yes,B,273.17
2304.0,5,2,1465.0,1964,Yes,A,377.43
2673.0,5,1,5717.0,2003,No,A,376.48
1913.0,4,2,5189.0,1992,Yes,A,341.91
2680.0,3,3,2135.0,1963,Yes,C,346.96
1905.0,5,3,3952.0,1983,Yes,B,316.78
2425.0,4,2,2290.0,1951,Yes,B,319.51
891.0,3,1,6098.0,1969,No,B,212.64
3209.0,4,2,7082.0,1965,Yes,B,414.92
2748.0,2,3,6274.0,2016,Yes,C,388.54
1858.0,2,2,6484.0,1979,No,A,296.76
1014.0,4,2,4223.0,2000,Yes,A,277.28
2144.0,4,1,5820.0,1952,No,C,290.12
1278.0,3,3,4986.0,2000,Yes,A,271.03
2222.0,3,2,5278.0,1995,Yes,C,340.33
2206.0,5,1,6436.0,1989,No,A,345.52
1529.0,4,3,6763.0,1978,Yes,A,322.6
2560.0,3,4,4415.0,1972,No,A,378.52
2403.0,2,2,2889.0,1966,No,B,322.95
2488.0,3,2,4719.0,2018,Yes,B,351.35
2004.0,5,2,4671.0,2015,Yes,B,341.03
1292.0,3,1,5427.0,1972,No,B,217.73
2489.0,3,1,6249.0,1972,Yes,C,352.87
1865.0,3,2,2128.0,1956,Yes,B,281.25
1305.0,4,1,3994.0,1992,No,B,221.2
