brand,fuel_type,transmission,seller_type,car_age_years,mileage_km,engine_size_l,horsepower,previous_owners,price_k
Kia,Diesel,Automatic,Dealer,11.1,150298,1.7,179.0,2,5.65
Nissan,,Manual,Individual,8.1,74469,1.8,112.0,4,7.31
Hyundai,Petrol,Automatic,Individual,3.6,61922,2.0,156.0,3,12.77
Hyundai,Hybrid,Automatic,Individual,3.0,110226,1.4,107.0,2,11.6
Hyundai,Diesel,Automatic,Dealer,10.4,115681,1.2,155.0,1,5.44
Ford,Petrol,Manual,Dealer,3.6,68366,1.9,146.0,4,16.44
Nissan,Petrol,Automatic,Dealer,10.1,88458,1.8,207.0,1,15.34
Nissan,Hybrid,Manual,Certified,8.0,91090,1.9,127.0,3,10.15
Honda,Petrol,Manual,Dealer,5.5,84605,2.0,147.0,2,14.54
Hyundai,Hybrid,Automatic,Certified,2.8,79994,2.2,171.0,1,24.01
BMW,Hybrid,Manual,Dealer,5.3,114220,1.4,75.0,3,20.12
BMW,Petrol,Manual,Dealer,9.9,100180,2.1,158.0,1,18.19
BMW,Hybrid,Automatic,Certified,0.5,63811,1.8,209.0,3,40.79
Ford,Hybrid,Automatic,Individual,4.2,87394,1.3,115.0,1,18.46
Hyundai,Diesel,Automatic,Individual,3.4,46453,1.5,100.0,1,17.0
Kia,Petrol,Manual,Dealer,5.6,138715,1.9,156.0,3,6.21
Ford,Petrol,Manual,Dealer,6.9,105659,2.2,75.0,1,8.3
Honda,Diesel,Manual,Individual,8.8,97472,2.3,143.0,2,8.03
Mercedes,Diesel,Automatic,Dealer,8.8,31326,2.6,188.0,3,25.77
Nissan,Hybrid,Manual,Individual,9.1,137766,1.9,110.0,1,9.35
Toyota,Petrol,Automatic,Individual,4.0,84689,1.1,103.0,1,12.77
Nissan,Diesel,Automatic,Dealer,6.6,126058,1.5,122.0,1,11.69
Honda,Petrol,Manual,Individual,9.4,162865,1.6,137.0,3,4.5
Hyundai,Petrol,Manual,Individual,1.7,102767,1.2,146.0,1,9.94
Toyota,Petrol,Automatic,Individual,6.2,86580,2.5,171.0,2,13.07
BMW,Petrol,Manual,Dealer,12.3,89327,1.4,75.0,2,8.38
Toyota,Petrol,Manual,Individual,2.7,66834,1.7,75.0,2,10.59
Honda,Diesel,Manual,Individual,2.7,79161,1.4,86.0,1,14.17
Honda,Petrol,Automatic,Individual,6.5,131458,2.2,177.0,2,10.89
Toyota,Hybrid,Automatic,Dealer,0.0,104358,1.7,105.0,4,22.42
Honda,Petrol,Automatic,Dealer,11.3,120338,,108.0,3,4.5
BMW,Petrol,Manual,Dealer,9.5,150062,1.5,119.0,3,5.09
Nissan,Petrol,Manual,Individual,5.1,130977,2.0,97.0,2,5.21
Toyota,Electric,Manual,Dealer,0.8,29367,2.0,185.0,2,36.74
Nissan,Petrol,Manual,Individual,7.3,109066,2.2,111.0,2,4.5
Honda,Diesel,Manual,Individual,5.2,153763,2.1,164.0,1,13.48
Hyundai,Petrol,Automatic,Individual,9.0,99494,2.3,128.0,2,8.31
Hyundai,Petrol,Manual,Certified,6.5,85548,2.2,186.0,4,12.94
Nissan,Petrol,Automatic,Certified,5.3,143779,1.9,142.0,1,13.05
Nissan,Petrol,Manual,Individual,2.4,48839,1.5,149.0,1,12.44
Toyota,Petrol,Automatic,Dealer,2.4,82069,2.3,167.0,1,19.43
Hyundai,Hybrid,Manual,Individual,5.8,109452,2.2,130.0,1,12.63
Ford,Electric,Automatic,Dealer,3.6,42920,1.5,148.0,2,25.68
Toyota,Diesel,Manual,Dealer,3.1,85209,2.0,152.0,2,16.79
Hyundai,Petrol,Manual,Dealer,9.4,158115,1.8,101.0,1,4.5
Hyundai,Diesel,Manual,Certified,3.8,82847,1.1,86.0,3,11.55
Hyundai,Petrol,Manual,Individual,6.8,113855,1.7,113.0,4,4.84
Toyota,Hybrid,Automatic,Individual,8.5,127020,2.0,189.0,2,16.83
Mercedes,Electric,Manual,Individual,2.3,16499,2.6,175.0,4,38.42
Mercedes,Hybrid,Automatic,Dealer,3.3,104813,2.0,186.0,1,33.15
Honda,Petrol,Manual,Individual,4.8,82743,1.8,101.0,1,10.66
Toyota,Petrol,Manual,Certified,6.8,96510,1.6,103.0,4,7.1
Nissan,Petrol,Manual,Dealer,1.1,129272,2.5,140.0,1,13.53
Toyota,Petrol,Automatic,Certified,7.7,73679,1.5,201.0,3,16.43
Hyundai,Petrol,Automatic,Individual,4.7,89283,1.9,154.0,2,15.51
BMW,Hybrid,Manual,Dealer,4.5,90943,2.2,180.0,2,28.57
Toyota,Petrol,Manual,Dealer,5.0,95596,1.7,85.0,2,10.54
Toyota,Petrol,Automatic,Individual,2.7,76350,1.8,,1,17.33
Mercedes,Electric,Manual,Individual,6.7,124612,2.1,222.0,1,29.22
Ford,Hybrid,Automatic,Dealer,5.0,150407,2.1,198.0,4,11.84
Toyota,Diesel,Automatic,Individual,5.5,103539,1.8,104.0,1,12.16
Toyota,Electric,Manual,Individual,3.3,88791,1.8,88.0,1,23.19
Hyundai,Electric,Automatic,Certified,8.1,118410,1.8,105.0,2,18.52
Nissan,Petrol,Automatic,Dealer,7.0,100182,1.9,178.0,2,17.02
Ford,Diesel,Manual,Dealer,0.8,84760,2.0,236.0,1,18.98
Ford,Petrol,Automatic,Dealer,4.2,41315,2.0,211.0,1,19.98
Toyota,Hybrid,Automatic,Individual,5.9,112334,2.2,114.0,1,15.95
Honda,Petrol,Manual,Certified,7.0,122371,1.6,152.0,1,8.31
Kia,Hybrid,Automatic,Certified,5.1,94205,1.3,198.0,1,20.08
Honda,Petrol,Automatic,Individual,8.5,53018,1.9,221.0,3,16.93
Toyota,Hybrid,Manual,Individual,6.1,165987,1.3,146.0,3,5.72
Honda,Petrol,Automatic,Individual,3.6,57825,2.0,166.0,2,17.35
Honda,Diesel,Automatic,Certified,6.8,75971,2.4,121.0,1,18.91
Honda,Petrol,Manual,Certified,4.0,94103,1.5,137.0,1,12.37
Honda,Diesel,Manual,Dealer,8.3,103697,1.1,105.0,1,8.29
Mercedes,Hybrid,Automatic,Individual,1.6,82638,1.8,110.0,3,31.3
Ford,Petrol,Manual,Dealer,1.7,55101,2.6,209.0,1,23.17
Hyundai,Petrol,Manual,Certified,4.2,91159,1.0,183.0,1,9.72
Honda,Petrol,Manual,Individual,8.7,69525,1.4,141.0,1,8.48
BMW,Electric,Manual,Dealer,1.4,31918,2.6,186.0,1,41.94
Mercedes,Petrol,Automatic,Dealer,4.7,64158,1.6,123.0,1,27.2
Toyota,Diesel,Manual,Dealer,5.4,115047,2.0,205.0,4,13.81
Hyundai,Petrol,Automatic,Individual,4.3,106295,1.9,181.0,1,10.75
Mercedes,Electric,Manual,Dealer,12.1,96889,1.5,170.0,2,24.09
Honda,Hybrid,Manual,Certified,4.1,44024,2.0,,1,24.36
Hyundai,Petrol,Manual,Dealer,3.3,118901,1.8,160.0,1,11.14
Nissan,Hybrid,Automatic,Individual,5.7,67880,1.7,174.0,3,21.12
Nissan,Petrol,Automatic,Dealer,3.8,61924,1.5,75.0,4,13.54
Nissan,Petrol,Automatic,Dealer,5.4,132515,1.8,205.0,1,12.55
Kia,Petrol,Manual,Individual,5.9,70424,2.2,225.0,2,12.42
Hyundai,Hybrid,Manual,Dealer,4.2,135380,1.0,181.0,2,15.59
Toyota,Hybrid,Automatic,Dealer,2.9,112274,1.9,130.0,4,18.29
Hyundai,Hybrid,Manual,Individual,1.8,108930,1.6,170.0,1,17.51
Hyundai,Hybrid,Automatic,Certified,10.1,150691,2.4,180.0,1,13.9
Nissan,Petrol,Manual,Dealer,7.1,73028,1.6,92.0,1,9.81
Hyundai,Electric,Manual,Individual,5.4,68214,1.9,95.0,2,14.16
Toyota,Petrol,Automatic,Individual,8.3,120364,2.2,119.0,2,7.94
Ford,Petrol,Manual,Individual,1.0,71493,1.5,161.0,1,15.62
Ford,Petrol,Manual,Dealer,4.2,95862,1.8,150.0,1,12.78
Ford,Petrol,Automatic,Individual,5.1,62504,1.4,198.0,1,15.79
Mercedes,Petrol,Automatic,Dealer,4.4,93783,2.2,136.0,1,27.22
Hyundai,Electric,Manual,Dealer,8.7,107389,2.0,83.0,1,12.9
Mercedes,Petrol,Automatic,Dealer,3.3,108609,1.0,149.0,1,26.21
Nissan,Petrol,Automatic,Dealer,6.8,72120,1.4,105.0,3,9.27
Nissan,Hybrid,Manual,Individual,8.0,96362,2.4,145.0,1,13.75
Toyota,Petrol,Automatic,Dealer,9.1,128617,1.2,147.0,1,9.75
BMW,Electric,Automatic,Individual,6.3,100748,1.6,165.0,1,29.05
Nissan,Hybrid,Automatic,Certified,9.8,99473,1.6,127.0,1,13.11
Ford,Hybrid,Manual,Dealer,5.7,53217,2.2,219.0,2,23.67
Hyundai,Hybrid,Automatic,Dealer,5.3,79794,2.0,218.0,2,20.97
Ford,Diesel,Manual,Certified,0.5,65315,1.8,163.0,1,21.74
Honda,Petrol,Manual,Dealer,4.5,128242,1.9,99.0,1,7.25
Ford,Hybrid,Manual,Individual,9.3,132944,1.8,166.0,2,11.35
Kia,Electric,Manual,Certified,7.6,100840,1.2,142.0,1,17.51
Nissan,Petrol,Manual,Certified,7.0,133169,1.6,91.0,1,6.24
BMW,Diesel,Automatic,Certified,7.3,91087,2.0,121.0,1,23.91
Honda,Diesel,Automatic,Individual,6.9,78847,1.5,135.0,1,12.46
Honda,Petrol,Automatic,Dealer,4.4,86812,1.6,98.0,2,16.14
Mercedes,Petrol,Automatic,Certified,3.4,109071,1.9,161.0,1,28.68
Kia,Petrol,Manual,Individual,5.9,64966,1.8,153.0,1,10.84
Toyota,Electric,Manual,Dealer,3.0,56403,1.7,131.0,3,29.58
Ford,Petrol,Automatic,Dealer,7.7,118803,1.0,96.0,1,5.03
Nissan,Petrol,Manual,Dealer,5.5,147749,1.4,164.0,2,8.59
Toyota,Petrol,Manual,Individual,8.1,132100,2.2,165.0,1,6.97
BMW,Diesel,Automatic,Dealer,4.8,83453,1.5,116.0,1,21.76
Ford,Diesel,Manual,Certified,4.5,107346,2.4,144.0,1,13.7
BMW,Petrol,Automatic,Dealer,4.8,87124,2.4,176.0,1,24.25
Hyundai,Diesel,Automatic,Dealer,6.5,99476,1.8,137.0,1,15.07
Kia,Hybrid,Manual,Individual,6.6,70938,2.6,183.0,1,19.13
Ford,Diesel,Manual,Individual,4.7,127328,2.7,113.0,2,6.25
Honda,Petrol,Automatic,Certified,10.2,109792,1.8,93.0,1,9.94
Kia,Petrol,Automatic,Dealer,5.9,90601,2.1,229.0,1,15.06
Ford,Petrol,Automatic,Dealer,10.5,108015,1.5,209.0,1,8.23
Honda,Petrol,Automatic,Certified,2.2,40440,1.0,133.0,1,19.11
Hyundai,Petrol,Automatic,Individual,4.9,121769,2.2,109.0,1,9.18
Toyota,Hybrid,Manual,Dealer,4.3,62752,1.5,142.0,2,21.27
Hyundai,Diesel,Automatic,Dealer,10.3,145567,1.2,127.0,3,4.5
Hyundai,Diesel,Automatic,Individual,9.6,157293,1.2,193.0,1,4.5
Honda,Petrol,Automatic,Certified,6.6,108935,1.7,104.0,2,11.89
Nissan,Electric,Manual,Dealer,7.1,139550,1.4,157.0,1,17.82
Honda,Petrol,Manual,Certified,6.8,80589,2.3,132.0,1,14.72
Mercedes,Petrol,Automatic,Individual,6.9,104006,1.6,126.0,2,17.94
Kia,Hybrid,Manual,Dealer,2.1,76215,2.2,140.0,1,16.2
Honda,Petrol,Automatic,Dealer,6.7,157099,1.6,151.0,1,10.77
BMW,Diesel,Automatic,Individual,4.0,42242,1.5,90.0,3,20.79
Toyota,Electric,Manual,Dealer,6.5,87401,1.8,169.0,1,24.44
Toyota,Diesel,Automatic,Dealer,3.6,102137,1.9,168.0,1,15.55
Ford,Electric,Automatic,Individual,1.4,68142,1.9,172.0,3,28.59
Toyota,Petrol,Automatic,Individual,5.8,129855,1.9,150.0,1,14.28
Kia,Petrol,Manual,Individual,8.9,110907,1.1,199.0,1,5.91
Honda,Electric,Manual,Individual,5.1,26452,1.6,171.0,1,25.78
Nissan,Diesel,Manual,Individual,6.1,107297,2.1,160.0,1,11.84
Toyota,Diesel,Automatic,Certified,8.0,89554,1.0,143.0,3,15.77
Ford,Electric,Manual,Individual,7.5,159512,1.6,111.0,3,5.03
Hyundai,Diesel,Automatic,Individual,4.5,93210,2.1,118.0,1,13.88
Honda,Diesel,Automatic,Dealer,1.0,37281,2.1,138.0,2,24.08
Nissan,Petrol,Automatic,Dealer,4.9,100951,1.6,116.0,1,12.1
Honda,Electric,Automatic,Individual,1.1,69943,1.0,80.0,1,26.56
Hyundai,Petrol,Automatic,Individual,1.9,142876,1.3,183.0,2,12.25
BMW,Diesel,Automatic,Certified,4.3,119523,2.2,210.0,2,22.99
Kia,Electric,Automatic,Dealer,4.3,145267,2.1,142.0,4,14.91
Ford,Diesel,Automatic,Certified,4.7,10077,1.8,123.0,1,19.17
Hyundai,Diesel,Manual,Individual,8.0,121034,2.2,157.0,1,9.27
Mercedes,Petrol,Automatic,Individual,5.3,80280,1.4,147.0,1,22.26
Nissan,Petrol,Automatic,Individual,1.9,78750,1.3,121.0,1,15.43
Toyota,Diesel,Automatic,Certified,9.6,89465,1.5,155.0,2,11.15
Ford,Diesel,Automatic,Certified,3.6,81019,2.2,109.0,1,20.43
Nissan,Hybrid,Manual,Individual,6.1,96213,2.3,125.0,1,11.85
Nissan,Hybrid,Automatic,Individual,7.5,105318,1.9,144.0,2,15.03
Honda,Diesel,Automatic,Certified,4.0,108344,1.6,112.0,4,13.37
Honda,Petrol,Manual,Dealer,8.0,117379,2.1,182.0,1,11.61
Ford,,Manual,Certified,5.3,74869,,182.0,1,15.3
BMW,Petrol,Automatic,Dealer,3.4,60595,2.3,153.0,1,27.89
,Diesel,Manual,Certified,8.7,109882,2.8,150.0,2,14.27
Honda,Petrol,Manual,Certified,0.5,38915,1.0,109.0,1,18.81
Nissan,Petrol,Manual,Individual,9.9,110469,1.0,130.0,1,4.5
Ford,Petrol,Automatic,Individual,2.9,57472,1.1,133.0,3,13.11
Honda,Hybrid,Automatic,Dealer,9.0,98805,2.4,139.0,1,16.21
Ford,Diesel,Automatic,Individual,0.7,22780,2.1,178.0,3,22.01
Honda,Petrol,Manual,Certified,5.0,91564,2.1,264.0,1,15.35
Nissan,Electric,Manual,Individual,7.2,42216,1.5,140.0,1,19.21
Nissan,Diesel,Manual,Certified,1.8,41372,2.8,150.0,1,20.92
Honda,Petrol,Automatic,Individual,6.6,141746,1.0,99.0,2,5.94
Ford,Electric,Automatic,Individual,4.7,57043,2.1,103.0,1,21.38
,Petrol,Manual,Dealer,11.7,159318,2.1,132.0,1,4.5
Honda,Diesel,Automatic,Certified,3.0,58601,2.2,134.0,2,23.27
Toyota,Hybrid,Automatic,Individual,3.9,66445,1.4,83.0,1,18.2
Hyundai,Petrol,Automatic,Dealer,5.7,108713,1.7,166.0,4,10.97
Toyota,Electric,Manual,Dealer,6.9,94107,1.6,150.0,1,15.09
Toyota,Petrol,Manual,Dealer,7.8,141972,2.3,146.0,1,8.35
Nissan,Diesel,Manual,Dealer,12.7,91313,2.0,167.0,2,6.97
Ford,Hybrid,Manual,Individual,2.7,93074,1.9,170.0,2,17.91
BMW,Electric,Manual,Dealer,7.3,178274,1.4,110.0,1,19.09
Nissan,Petrol,Automatic,Certified,5.0,94501,1.9,139.0,1,12.02
Mercedes,Electric,Manual,Dealer,1.2,66386,2.3,179.0,1,38.55
Kia,Petrol,Manual,Certified,5.8,85109,1.6,218.0,1,13.73
Toyota,Diesel,Automatic,Dealer,6.1,74963,2.3,122.0,2,17.76
Toyota,Electric,Automatic,Dealer,4.9,130241,1.5,112.0,1,19.36
Ford,Petrol,Automatic,Certified,8.8,140309,1.6,129.0,3,4.5
Ford,Diesel,Automatic,Dealer,6.9,103136,2.1,157.0,1,14.35
Kia,Hybrid,Manual,Dealer,6.5,110708,2.1,188.0,1,15.02
Ford,Petrol,Automatic,Individual,7.2,127172,2.2,159.0,1,13.68
Honda,Petrol,Manual,Certified,3.9,92459,1.4,157.0,1,12.96
Toyota,Diesel,Automatic,Individual,5.6,65240,1.4,163.0,1,14.46
Toyota,Hybrid,Automatic,Dealer,0.6,109745,2.1,100.0,1,22.07
Kia,Petrol,Automatic,Individual,6.3,112501,2.5,80.0,2,7.73
Honda,Petrol,Automatic,Dealer,1.9,53028,1.9,160.0,2,18.61
Ford,Diesel,Automatic,Individual,1.1,35477,1.9,134.0,3,17.98
Honda,Diesel,Manual,Individual,6.8,68652,1.5,149.0,1,15.15
Ford,Electric,Automatic,Certified,5.9,101976,2.0,184.0,1,22.56
Honda,Diesel,Automatic,Individual,6.5,135260,1.3,117.0,4,6.49
Toyota,Petrol,Automatic,Individual,7.2,72254,1.2,109.0,3,9.81
Ford,Diesel,Automatic,Dealer,8.0,96463,1.0,113.0,2,11.22
Nissan,Diesel,Automatic,Dealer,6.7,102047,1.0,167.0,1,14.34
Ford,Petrol,Manual,Dealer,5.5,65159,,162.0,1,11.65
Hyundai,Petrol,Manual,Individual,1.7,68738,1.9,173.0,1,19.34
Kia,Petrol,Automatic,Individual,6.9,87329,1.5,123.0,1,6.33
Kia,Diesel,Automatic,Individual,4.4,139490,2.4,106.0,2,11.47
BMW,Diesel,Automatic,Dealer,4.7,154541,1.8,177.0,1,21.03
Kia,Diesel,Automatic,Certified,4.4,109270,2.1,146.0,1,16.46
BMW,Petrol,Manual,Certified,4.6,107211,1.8,121.0,2,20.78
Toyota,Petrol,Automatic,Dealer,6.6,131525,1.9,138.0,1,16.26
Ford,Petrol,Manual,Dealer,6.4,124186,2.0,152.0,1,11.6
Hyundai,Petrol,Automatic,Dealer,4.3,132077,2.0,219.0,1,15.39
BMW,Petrol,Manual,Individual,2.5,42867,1.8,146.0,1,22.72
Honda,Petrol,Automatic,Certified,5.1,81781,1.6,186.0,1,17.56
Honda,Hybrid,Manual,Dealer,8.2,93512,1.7,153.0,2,13.77
Honda,Diesel,Automatic,Dealer,7.0,108532,1.7,138.0,1,13.88
Kia,Hybrid,Automatic,Dealer,7.0,73099,2.2,105.0,1,14.78
Toyota,Petrol,Manual,Individual,9.3,74483,1.2,160.0,1,9.96
Hyundai,Hybrid,Automatic,Individual,5.7,102731,2.3,83.0,4,12.7
Kia,Petrol,Automatic,Individual,6.0,112863,2.1,193.0,1,11.69
Toyota,Diesel,Automatic,Dealer,7.6,143727,2.2,148.0,2,13.49
Honda,Electric,Manual,Individual,8.2,90661,2.3,219.0,3,20.79
Kia,Petrol,Automatic,Dealer,0.0,54952,2.0,187.0,1,24.45
Nissan,Diesel,Manual,Individual,2.1,96380,2.5,160.0,1,13.17
Hyundai,Hybrid,Automatic,Individual,11.4,139026,1.0,102.0,2,4.5
Nissan,Hybrid,Automatic,Individual,8.4,106220,2.0,181.0,1,17.85
Ford,Diesel,Automatic,Dealer,3.8,111302,1.9,187.0,1,18.77
Kia,Electric,Manual,Individual,7.9,55004,1.9,75.0,1,13.83
Hyundai,Hybrid,Automatic,Individual,5.3,109990,1.0,75.0,1,10.83
Nissan,Petrol,Automatic,Dealer,3.4,90908,2.2,173.0,1,14.67
,Petrol,Manual,Dealer,0.0,88468,1.8,234.0,1,19.75
Hyundai,Petrol,Automatic,Dealer,1.4,80584,1.9,105.0,1,15.04
Ford,Hybrid,Manual,Individual,5.6,35707,1.8,151.0,2,17.66
Toyota,Petrol,Automatic,Individual,4.1,132356,1.2,146.0,1,7.9
BMW,Diesel,Automatic,Dealer,3.6,40011,1.8,130.0,2,24.75
Toyota,Hybrid,Automatic,Individual,2.8,97349,2.0,197.0,1,19.65
Hyundai,Electric,Manual,Individual,9.5,80588,1.4,149.0,1,12.36
BMW,Petrol,Manual,Certified,4.3,73957,1.8,155.0,1,21.09
Mercedes,Petrol,Automatic,Certified,6.6,83117,2.3,156.0,1,28.89
Toyota,Diesel,Manual,Dealer,10.4,91559,2.0,149.0,1,7.67
Toyota,Petrol,Manual,Certified,7.0,58174,1.3,155.0,1,14.65
Honda,Diesel,Manual,Individual,0.0,70074,1.7,200.0,1,19.5
BMW,Petrol,Automatic,Dealer,3.9,84127,2.2,146.0,3,24.15
Honda,Hybrid,Automatic,Individual,3.0,91956,2.0,121.0,2,17.34
Hyundai,Diesel,Automatic,Dealer,5.4,86414,1.5,104.0,2,9.37
Toyota,Petrol,Manual,Dealer,7.5,107674,1.0,75.0,1,5.55
Ford,Diesel,Automatic,Individual,7.6,112805,1.8,160.0,2,9.41
Hyundai,Diesel,Automatic,Individual,5.0,118333,1.9,189.0,1,12.69
Nissan,Petrol,Manual,Certified,4.8,108293,2.0,110.0,3,10.31
Nissan,Hybrid,Manual,Certified,6.0,121119,1.3,103.0,1,13.04
Toyota,Electric,Automatic,Individual,2.9,109673,2.5,144.0,1,27.76
Nissan,Petrol,Automatic,Individual,1.1,66055,2.2,194.0,1,19.8
Nissan,Electric,Automatic,Individual,5.0,105515,1.5,75.0,1,14.34
Toyota,Petrol,Manual,Individual,3.9,100443,2.1,140.0,1,13.82
Honda,Petrol,Automatic,Certified,3.3,96026,2.1,109.0,2,16.77
Hyundai,Hybrid,Automatic,Individual,2.6,70835,1.6,75.0,1,16.3
Hyundai,Petrol,Automatic,Certified,9.0,150217,1.7,219.0,1,8.5
Hyundai,Electric,Manual,Certified,4.2,37612,2.1,193.0,1,27.56
BMW,Hybrid,Automatic,Individual,6.7,127948,2.1,162.0,4,24.08
BMW,Petrol,Manual,Certified,5.7,115248,1.4,107.0,2,17.35
Toyota,Petrol,Manual,Individual,2.2,114151,1.6,174.0,3,11.59
Honda,Electric,Automatic,Dealer,6.1,78599,1.2,126.0,1,20.55
Toyota,Diesel,Manual,Individual,3.2,100916,1.0,164.0,3,14.81
Hyundai,Petrol,Automatic,Dealer,7.9,88239,2.3,165.0,1,13.56
BMW,Hybrid,Manual,Individual,6.0,82253,1.5,111.0,2,26.31
Toyota,Petrol,Automatic,Certified,6.8,86936,1.8,196.0,4,13.56
Honda,Hybrid,Automatic,Dealer,9.5,96476,1.5,88.0,2,13.28
Nissan,Petrol,Automatic,Individual,7.2,112094,2.5,137.0,2,10.78
Hyundai,Electric,Automatic,Certified,4.9,115046,2.0,144.0,1,23.26
Honda,Hybrid,Automatic,Certified,2.6,75527,2.0,135.0,1,24.72
Nissan,Diesel,Automatic,Individual,3.7,109062,2.0,141.0,2,13.65
Ford,Hybrid,Automatic,Dealer,3.8,106999,1.8,109.0,2,17.49
Honda,Hybrid,Manual,Certified,3.5,133806,2.1,195.0,2,21.56
Toyota,Electric,Automatic,Individual,5.3,95337,1.5,75.0,1,19.28
Kia,Petrol,Automatic,Dealer,5.0,140661,1.8,144.0,1,12.96
Toyota,Diesel,Automatic,Dealer,0.0,87584,1.0,88.0,1,18.19
Mercedes,Petrol,Automatic,Individual,9.4,145916,1.8,160.0,2,19.48
Kia,Electric,Manual,Dealer,5.2,110155,2.0,161.0,2,22.35
Hyundai,Hybrid,Manual,Certified,6.1,80047,1.6,91.0,2,15.07
Hyundai,Diesel,Automatic,Individual,0.7,110009,2.0,203.0,1,19.84
Mercedes,Electric,Manual,Individual,1.2,82390,1.1,160.0,1,35.36
Kia,Petrol,Automatic,Individual,4.5,95223,1.5,139.0,3,8.34
Mercedes,Diesel,Automatic,Individual,3.9,85396,2.1,169.0,1,28.28
Toyota,Petrol,Manual,Dealer,6.9,92020,1.6,157.0,1,10.85
Nissan,Petrol,Automatic,Certified,10.4,119463,1.6,105.0,1,8.12
BMW,Petrol,Manual,Dealer,6.1,101298,1.0,96.0,2,14.23
Toyota,Diesel,Automatic,Dealer,1.6,54577,1.9,133.0,1,26.05
Hyundai,Hybrid,Automatic,Individual,7.5,118858,1.9,168.0,2,10.44
Hyundai,Diesel,Automatic,Dealer,3.1,76477,1.5,131.0,3,14.35
BMW,Petrol,Automatic,Individual,6.9,113565,2.3,155.0,4,21.0
Toyota,Petrol,Automatic,Certified,1.2,107252,1.5,114.0,1,18.77
Ford,Petrol,Manual,Individual,9.7,134288,2.3,151.0,1,5.43
Honda,Petrol,Manual,Individual,3.7,95128,2.2,131.0,2,12.39
Hyundai,Electric,Automatic,Individual,5.6,129360,1.5,149.0,1,13.84
Nissan,Diesel,Automatic,Individual,3.3,68041,1.8,117.0,2,12.32
Nissan,Petrol,Manual,Certified,3.5,101293,2.3,175.0,3,19.02
Toyota,Petrol,Manual,Dealer,4.8,90308,1.8,159.0,1,12.62
Nissan,Petrol,Manual,Individual,2.0,51013,1.4,164.0,3,14.59
Mercedes,Electric,Automatic,Individual,9.1,129490,1.6,146.0,1,27.75
Honda,Petrol,Automatic,Individual,4.0,82550,1.2,145.0,3,10.48
Honda,Petrol,Manual,Dealer,7.6,38969,2.5,129.0,4,12.47
Honda,Hybrid,Automatic,Individual,6.5,63745,1.5,127.0,1,16.42
Kia,Petrol,Manual,Certified,5.3,42900,1.0,121.0,3,11.21
BMW,Hybrid,Manual,Dealer,5.0,95500,1.3,111.0,1,25.12
BMW,Petrol,Manual,Dealer,3.5,76259,1.4,75.0,2,17.59
BMW,Petrol,Automatic,Individual,2.7,68860,1.8,196.0,1,26.9
Honda,Electric,Manual,Individual,4.8,63009,2.2,116.0,1,20.29
Toyota,Hybrid,Manual,Certified,3.2,93257,1.5,149.0,3,22.17
Ford,Petrol,Automatic,Dealer,3.9,81332,1.3,92.0,1,12.76
Nissan,Hybrid,Manual,Individual,7.8,66799,1.4,141.0,3,9.81
Nissan,Diesel,Manual,Individual,9.2,134980,1.3,163.0,3,4.5
Mercedes,Hybrid,Automatic,Individual,6.6,83786,2.0,97.0,1,30.07
Hyundai,Hybrid,Automatic,Dealer,1.9,109859,1.9,183.0,3,20.2
Hyundai,Petrol,Manual,Certified,2.3,62352,1.7,145.0,2,15.18
Nissan,Petrol,Manual,Individual,3.5,62744,1.8,115.0,1,12.71
Mercedes,Diesel,Manual,Dealer,5.4,70678,1.7,147.0,2,23.09
Toyota,Petrol,Automatic,Individual,6.7,71719,2.4,112.0,1,14.69
Kia,Hybrid,Manual,Dealer,7.0,114697,1.4,168.0,1,15.06
Nissan,Electric,Automatic,Individual,2.5,69927,1.9,207.0,3,27.56
BMW,Electric,Automatic,Certified,8.3,95234,1.8,181.0,3,30.68
Toyota,Electric,Automatic,Individual,1.5,90634,1.4,80.0,1,25.3
Hyundai,Petrol,Automatic,Individual,4.8,58616,1.5,135.0,1,12.83
Ford,Petrol,Automatic,Dealer,7.8,111857,1.8,128.0,4,11.23
Toyota,Petrol,Automatic,Dealer,1.7,44449,2.5,162.0,1,25.22
Mercedes,Diesel,Automatic,Dealer,4.6,66249,1.3,145.0,3,28.53
Honda,Electric,Manual,Individual,6.4,92363,2.0,138.0,1,17.08
Nissan,Diesel,Automatic,Certified,0.0,110676,2.0,75.0,1,18.01
Ford,Petrol,Automatic,Individual,9.0,62600,2.0,162.0,1,13.17
Toyota,Petrol,Automatic,Certified,3.9,91311,1.8,144.0,4,17.37
Honda,Petrol,Manual,Dealer,5.8,132631,1.8,125.0,1,10.25
Nissan,Electric,Automatic,Dealer,7.6,65771,1.0,98.0,1,20.72
Honda,Electric,Manual,Individual,2.7,74799,2.3,113.0,4,22.19
Honda,Electric,Automatic,Dealer,3.7,53973,1.9,92.0,1,30.63
Mercedes,Petrol,Automatic,Dealer,6.3,119635,2.1,235.0,2,24.09
Kia,Diesel,Automatic,Individual,6.8,82311,1.8,153.0,3,11.19
Toyota,Petrol,Automatic,Dealer,5.2,104394,1.7,164.0,1,15.08
Ford,Petrol,Automatic,Dealer,2.0,96998,2.3,136.0,1,16.17
Ford,Petrol,Automatic,Individual,2.5,60003,1.5,75.0,1,13.48
Honda,,Automatic,Individual,1.7,14535,1.5,166.0,1,21.39
