age,income_k,credit_score,tenure_years,monthly_spend,satisfaction_score,target_class
46,63.28,621,8.81,1005.37,4.82,0
26,56.56,717,4.89,1116.45,5.27,0
39,99.86,684,7.85,681.62,8.14,1
18,38.48,598,7.46,652.85,3.19,0
24,68.22,679,9.27,1117.21,8.54,1
40,44.27,629,5.29,452.11,5.26,0
22,57.64,782,4.96,934.18,6.28,1
39,62.23,743,2.68,1214.73,5.34,0
44,72.67,671,4.37,1056.77,4.51,0
30,56.08,686,7.02,1055.34,5.36,1
25,54.5,751,3.55,889.12,5.26,1
30,55.81,668,6.95,809.82,4.65,1
25,43.8,733,10.4,1374.05,8.81,1
34,69.48,783,4.66,1171.4,5.05,1
36,64.22,646,2.06,1086.18,3.67,0
32,66.53,795,4.76,906.13,3.4,0
52,58.96,775,1.73,771.49,7.15,1
28,57.11,697,10.0,1137.52,3.9,0
49,77.63,649,6.25,832.49,6.23,0
25,75.33,697,3.81,917.32,9.45,1
36,81.22,663,4.32,1035.45,6.77,1
47,65.59,625,2.45,946.08,6.99,0
46,80.29,717,9.03,1241.0,5.71,0
31,53.76,608,11.51,609.61,6.48,1
41,56.99,656,1.52,914.81,6.18,0
39,77.93,657,9.13,1370.37,6.96,0
30,72.65,584,5.26,1097.35,8.99,0
41,55.64,726,9.8,856.65,5.86,1
54,44.31,664,0.5,1075.74,5.32,0
40,56.94,771,6.68,889.5,6.39,1
41,49.73,663,4.78,1222.6,7.94,0
42,85.87,652,7.98,1080.68,5.99,0
20,71.4,617,6.18,709.37,6.9,1
40,48.51,683,6.07,952.44,7.27,0
25,44.33,683,5.68,992.1,9.73,1
29,48.33,732,10.69,1002.98,7.88,1
57,51.62,685,5.48,970.12,5.19,0
32,57.5,827,8.59,1024.24,3.21,0
28,76.72,712,7.89,992.19,6.73,1
47,45.5,611,8.67,741.34,5.44,0
26,94.34,605,2.96,799.58,5.77,0
31,45.85,717,8.12,844.08,5.01,1
47,38.86,609,7.01,921.02,5.74,0
35,85.32,722,2.43,844.8,5.71,1
19,79.82,743,5.36,1142.63,6.33,0
40,57.26,744,12.88,688.77,5.49,1
31,65.72,619,4.82,518.38,5.42,0
50,66.1,745,4.9,1332.71,7.3,0
29,62.05,703,7.35,720.15,6.5,1
46,40.55,637,4.38,1142.08,6.51,0
53,22.77,669,6.42,1033.89,6.43,0
26,47.33,713,4.65,727.9,5.16,0
33,87.24,633,7.21,870.75,8.66,1
39,87.83,701,5.81,837.97,9.55,1
26,56.07,781,11.86,978.4,8.36,1
38,45.63,747,6.14,731.17,3.85,1
33,64.17,686,5.33,861.17,5.51,0
33,66.58,696,9.09,891.8,7.56,1
35,69.01,642,1.83,1142.4,5.37,0
36,22.09,644,11.08,809.56,5.45,0
37,107.37,572,3.03,685.36,4.44,0
29,76.99,698,9.58,780.16,5.96,1
29,57.03,728,10.37,980.75,5.27,1
34,49.22,675,4.42,510.25,2.91,1
35,74.81,619,4.71,1163.41,8.23,0
31,67.43,685,5.67,904.32,7.13,0
38,61.38,774,7.86,995.31,4.5,1
18,66.88,743,3.01,948.22,7.8,1
28,58.31,678,5.67,753.18,6.69,1
32,66.03,823,5.06,661.92,8.24,1
26,70.9,850,2.55,745.89,7.6,1
51,65.15,646,2.86,568.67,5.34,0
35,64.36,663,6.38,976.62,7.5,1
37,80.89,729,6.33,864.19,7.57,1
30,36.04,616,3.71,562.45,8.08,0
35,48.03,739,6.24,764.37,8.0,1
23,60.4,687,4.06,1043.47,9.62,1
33,49.05,706,9.92,1184.47,7.93,1
26,54.06,640,5.69,617.55,5.32,0
32,79.32,625,9.29,1375.51,6.77,1
18,57.77,541,0.92,688.93,4.93,0
24,32.56,784,6.97,524.95,8.31,1
50,53.65,746,7.79,1286.64,5.22,0
43,60.87,727,5.59,671.02,9.85,1
48,60.6,704,4.38,1235.24,6.06,0
49,68.34,519,5.54,753.72,6.43,0
42,67.12,627,8.23,835.52,5.8,0
30,57.92,662,2.37,612.88,5.42,1
25,42.1,604,8.1,1181.04,5.7,0
46,53.38,561,6.96,1150.82,6.85,0
36,50.66,612,5.22,754.69,6.53,0
60,55.72,683,5.35,883.52,5.86,0
31,70.37,683,6.19,1045.66,6.96,0
55,66.06,744,10.98,796.29,5.69,1
33,72.36,824,7.04,1200.13,6.49,1
48,54.24,728,3.17,876.71,9.15,1
52,82.63,668,4.69,785.71,5.64,0
25,70.09,806,2.57,551.78,6.04,1
30,61.68,569,0.33,615.38,4.77,0
25,69.05,534,2.51,1029.48,5.99,0
23,49.86,618,6.36,951.8,7.06,1
42,28.37,737,9.82,1079.46,5.71,0
33,50.9,692,8.99,776.17,4.8,0
36,71.21,601,2.53,538.91,7.04,0
41,61.2,629,3.61,790.81,7.2,0
18,57.95,593,3.18,1348.34,7.42,0
48,47.28,593,0.0,687.74,4.64,0
32,30.66,789,5.5,891.99,8.56,1
40,81.37,670,8.41,369.01,5.77,1
41,56.88,804,5.24,785.63,4.99,1
49,53.56,618,2.2,808.93,8.04,0
34,49.93,714,3.46,973.01,8.5,1
18,78.82,696,5.01,830.05,6.03,1
36,73.22,742,8.31,565.91,5.25,1
37,45.49,698,5.45,753.94,7.16,1
25,77.47,749,7.9,855.13,4.5,1
36,57.82,719,5.76,680.84,10.0,1
31,50.84,604,6.71,712.81,4.95,0
22,55.6,731,3.18,1121.14,7.03,1
42,48.25,673,3.94,762.53,6.26,1
29,40.19,626,2.23,996.79,5.12,0
31,71.64,729,7.8,861.07,5.1,1
30,56.69,745,5.13,629.41,8.19,1
47,69.26,646,0.0,826.75,7.05,0
35,64.31,655,7.44,964.02,5.46,0
36,68.23,583,8.92,1282.09,5.66,0
31,29.31,554,3.56,730.11,5.28,0
40,47.0,663,7.44,881.25,7.82,0
48,68.54,735,5.37,1100.0,7.88,1
41,40.88,640,0.0,1177.32,7.29,0
42,65.6,780,11.86,757.24,6.88,1
41,39.14,666,5.39,865.73,7.44,1
21,60.25,666,6.6,1144.79,4.03,0
26,84.15,660,4.13,1012.52,6.91,1
33,71.62,749,5.11,1127.36,8.1,1
28,32.24,613,6.48,1157.71,6.85,0
24,72.73,671,2.87,1021.82,6.58,1
18,87.33,642,11.08,931.58,5.55,0
22,101.96,641,8.51,752.39,5.65,1
32,67.13,682,7.55,846.27,5.72,1
34,39.53,672,5.57,860.87,6.83,0
27,66.52,754,3.72,1163.78,5.77,0
36,83.94,679,9.09,938.8,3.76,0
31,57.19,719,7.83,940.88,7.7,1
46,75.65,692,4.8,681.31,7.28,1
33,47.41,778,2.75,1164.99,7.03,0
42,65.59,659,1.27,731.19,5.09,0
37,22.66,659,6.09,837.36,5.76,0
21,45.74,732,5.25,1188.07,7.28,1
34,59.91,658,9.56,1095.05,6.54,1
23,54.55,715,8.98,713.05,5.45,0
34,40.49,844,6.12,662.66,8.45,1
28,52.51,611,5.76,855.18,5.23,1
39,64.94,787,2.54,773.19,2.02,1
22,58.71,646,9.18,577.17,6.63,1
35,60.91,774,5.83,734.28,6.69,1
41,70.98,728,7.82,295.43,6.59,1
44,54.85,722,9.53,1098.87,7.1,0
27,80.39,669,4.3,1085.03,5.66,0
35,45.16,662,3.52,1210.13,8.04,0
37,88.92,629,13.41,977.71,4.45,0
50,76.7,680,7.78,801.37,6.47,0
20,54.66,667,5.16,1125.15,5.56,0
26,55.66,693,9.72,745.68,8.01,1
63,63.1,581,5.08,608.16,5.31,0
32,68.98,682,6.98,867.61,6.61,1
18,76.42,768,4.3,990.43,6.63,1
29,39.89,746,5.95,721.37,6.79,1
18,66.56,682,5.18,669.55,5.41,1
37,28.25,850,3.74,808.29,7.05,1
43,57.34,640,6.73,990.62,6.54,0
26,81.81,674,4.08,868.01,7.02,0
30,38.74,578,7.73,1480.03,8.86,0
44,36.01,652,5.09,870.06,6.67,1
18,63.31,805,0.84,1065.14,5.01,1
22,80.81,654,7.86,581.27,9.44,1
33,64.88,573,7.91,1029.12,7.97,0
27,31.43,741,12.76,798.28,7.48,1
32,34.75,707,6.05,897.97,6.23,1
22,61.47,738,6.55,1271.1,7.61,1
37,42.31,659,7.44,818.1,3.41,0
34,62.05,610,9.06,612.24,8.82,0
40,62.94,667,8.87,646.54,7.84,0
37,52.65,719,6.96,938.04,6.23,1
37,87.22,675,5.9,926.11,7.81,0
21,68.86,707,8.53,916.96,7.43,1
40,78.17,642,5.78,617.18,4.99,1
32,73.81,710,2.13,1345.8,6.77,0
33,57.75,680,1.5,1222.19,7.06,0
45,57.08,631,5.12,928.67,6.3,0
28,55.54,690,6.36,565.35,6.17,1
49,70.22,653,13.42,1248.58,7.85,1
49,50.24,723,5.64,1150.1,6.76,0
43,85.88,741,6.14,922.62,9.32,1
25,48.81,715,4.79,1163.73,5.52,0
18,63.22,566,7.86,791.25,7.11,0
46,56.56,612,6.84,688.74,5.12,0
36,53.24,635,4.08,934.62,7.52,0
28,92.59,624,2.97,558.4,4.83,0
47,53.41,642,4.79,655.77,6.93,0
26,55.43,745,3.47,1019.65,8.27,1
31,50.04,729,5.31,952.8,6.58,0
40,60.62,650,6.42,596.03,5.01,0
24,58.48,721,4.5,810.02,7.92,1
34,43.21,703,10.36,605.62,7.04,1
46,53.63,678,9.48,792.51,6.37,1
37,69.15,760,5.31,768.47,5.05,0
47,75.4,634,3.11,1118.29,4.08,0
46,60.36,684,5.91,865.5,9.88,1
35,60.88,606,5.6,846.48,5.64,0
18,54.59,610,5.81,813.66,5.01,0
24,52.46,585,4.81,521.46,6.97,0
43,46.21,611,2.85,878.3,4.97,0
19,36.65,686,6.1,1006.22,7.25,1
32,49.46,659,4.95,950.95,8.53,1
38,73.56,661,5.21,1052.37,4.91,0
50,53.63,659,6.28,1063.08,6.05,0
29,54.81,804,5.79,1383.58,7.15,0
29,54.52,600,6.22,651.68,4.67,0
34,78.67,593,4.81,951.64,5.13,0
39,46.07,621,7.08,976.29,6.32,0
33,64.16,675,3.85,829.64,9.44,1
45,58.97,716,2.74,760.85,5.22,1
27,61.02,723,3.33,1009.73,6.08,0
36,63.67,746,3.97,988.61,10.0,1
39,60.86,672,2.14,668.32,7.69,0
31,71.9,652,0.92,504.53,3.96,0
43,59.56,794,7.51,791.85,6.15,1
36,86.17,500,9.82,751.84,7.38,0
43,60.67,684,7.67,1032.6,8.67,1
37,34.45,710,4.55,696.72,8.59,1
39,69.57,811,0.85,860.92,7.34,1
29,65.88,564,6.58,524.48,7.58,1
29,60.49,651,1.18,558.67,4.55,0
47,56.11,585,5.74,730.71,5.46,0
41,28.28,554,3.6,844.88,4.55,0
25,30.8,666,0.0,719.64,8.05,0
37,84.71,738,10.44,931.4,7.06,1
18,51.22,764,2.23,525.72,6.66,1
29,74.48,643,4.93,852.69,8.82,1
45,35.95,727,5.61,855.24,7.31,1
34,44.3,666,4.59,581.47,8.21,1
36,70.18,719,7.39,950.25,7.63,1
18,58.46,761,3.78,422.81,7.78,1
31,68.07,666,7.15,749.26,4.94,1
38,59.8,755,6.96,1073.25,7.96,1
40,56.88,595,1.87,410.49,7.21,1
45,49.8,726,6.71,1047.62,5.89,0
33,42.09,752,2.84,643.49,7.53,1
33,81.04,745,2.5,770.1,8.43,1
22,83.51,597,6.87,1209.44,6.35,0
33,44.42,666,4.77,762.07,5.38,0
22,43.44,701,7.12,1255.03,5.44,0
18,54.78,711,7.15,832.84,4.41,0
24,65.11,688,1.72,881.38,6.25,0
50,57.27,780,8.22,1085.3,7.39,1
32,67.49,589,6.86,1019.69,9.1,1
37,59.26,663,4.24,933.9,5.29,0
30,58.28,562,5.59,798.07,7.04,0
18,96.2,723,8.31,558.81,6.53,1
44,52.12,719,5.04,569.52,6.49,0
18,84.6,850,12.35,1188.9,4.21,1
29,81.7,752,10.47,1273.88,4.98,1
34,67.56,703,6.35,928.51,9.22,1
37,31.11,698,5.32,509.79,8.01,1
28,60.47,658,5.45,730.1,6.92,1
18,52.28,689,4.2,719.18,7.19,1
27,60.3,699,6.38,777.73,7.62,1
28,44.06,542,8.06,705.37,5.83,0
27,71.34,694,1.95,1014.53,5.89,0
45,74.77,687,7.93,954.43,5.58,0
23,77.55,803,8.8,1247.61,6.75,1
38,54.27,671,7.72,814.39,4.77,0
37,44.11,626,5.61,944.04,5.5,0
45,65.28,699,7.59,1063.05,7.26,1
34,86.34,685,9.9,1124.77,5.97,1
43,61.04,671,5.83,628.32,3.87,0
33,66.78,590,6.07,989.07,5.93,1
39,56.48,669,12.4,932.26,7.32,1
20,52.45,639,6.92,966.62,6.67,0
18,69.87,665,2.98,913.12,3.97,0
39,58.41,731,8.62,1276.83,8.05,1
39,66.05,633,7.21,704.02,6.13,0
40,67.61,665,4.03,691.0,7.01,1
30,65.21,718,2.69,719.39,8.07,0
50,68.37,661,6.72,836.16,6.31,0
30,47.2,850,5.82,964.53,3.64,1
39,46.29,697,2.27,799.65,9.13,1
41,59.36,593,5.73,1121.39,3.19,0
52,59.72,621,5.55,899.23,6.0,0
32,52.17,614,5.81,878.8,8.44,0
28,63.62,622,7.47,607.35,5.45,0
20,73.62,718,0.71,1300.64,5.54,0
51,77.81,603,2.66,889.56,6.17,0
39,81.18,657,4.54,1260.16,6.23,0
40,40.28,760,9.98,763.1,5.21,1
65,42.56,644,13.1,1082.74,5.55,0
38,55.66,727,6.01,776.22,8.11,1
22,61.2,562,6.14,1300.19,5.7,0
33,56.42,654,0.0,1146.57,7.25,0
25,51.71,618,8.71,1086.9,5.13,0
31,55.43,701,7.35,740.56,8.58,1
31,67.25,608,6.85,1319.47,7.91,0
29,40.06,825,2.26,1348.35,6.37,1
21,95.15,565,11.94,816.48,7.46,1
51,60.31,760,10.56,935.57,8.78,1
38,75.76,741,6.88,1103.9,5.0,1
33,51.3,702,8.98,466.12,4.92,1
43,68.62,684,6.15,1152.09,7.06,1
40,61.5,810,8.46,1125.21,4.56,0
38,72.85,850,2.08,776.11,4.17,1
42,57.02,665,0.0,417.69,4.1,0
36,83.27,691,2.19,973.3,6.72,1
42,37.62,641,3.58,650.59,3.45,0
43,74.24,598,4.07,550.6,5.89,0
37,61.78,712,7.34,981.56,1.35,0
33,44.73,697,5.23,1189.95,7.16,0
50,89.28,567,5.91,851.84,7.26,0
30,87.73,712,2.45,1160.73,6.18,0
39,28.89,700,2.19,1046.11,8.27,0
39,62.65,638,6.12,597.9,7.69,0
29,70.58,633,4.37,778.09,5.31,0
27,66.63,710,6.01,1137.44,5.18,0
31,82.73,793,7.63,776.3,7.83,1
30,79.61,708,10.92,1080.2,7.53,1
20,63.98,735,5.94,809.77,6.1,1
28,94.16,622,11.44,1058.68,3.86,0
38,74.05,651,7.22,994.4,7.89,1
48,54.73,723,8.07,845.38,6.6,1
41,51.71,585,9.16,1052.47,6.41,0
18,78.65,695,8.16,424.83,2.24,1
41,48.11,715,3.59,661.15,7.3,1
29,53.85,677,9.25,798.0,6.41,1
40,56.41,702,4.88,1157.99,5.69,0
35,65.33,684,6.91,581.84,5.25,1
33,57.1,636,6.4,892.37,6.67,1
34,40.25,598,9.43,969.84,7.2,0
35,77.43,674,7.18,954.46,5.93,1
48,53.93,771,1.84,878.31,7.34,0
35,90.3,752,12.27,763.47,4.77,1
46,64.56,656,8.5,845.73,5.52,0
44,79.01,654,4.35,1114.45,7.53,0
42,69.46,649,2.59,748.57,5.89,0
18,79.73,649,8.85,424.94,9.08,1
46,68.56,700,2.94,1002.56,6.92,0
30,63.53,754,8.4,1229.09,4.75,1
42,76.4,838,9.21,668.73,4.15,1
25,97.29,622,4.05,1199.37,7.68,0
23,55.95,726,3.78,1014.55,5.59,1
55,71.92,718,4.59,645.6,7.88,1
25,59.92,657,3.03,745.18,5.69,0
46,67.59,608,6.69,735.54,6.86,0
36,60.63,699,7.12,937.19,6.0,1
31,27.63,828,8.18,860.12,6.88,1
35,57.0,699,3.5,1143.22,7.59,1
22,74.99,625,8.52,1086.86,6.53,1
35,48.52,669,3.04,560.04,7.49,0
24,73.81,600,8.52,587.83,3.95,1
31,62.75,681,1.54,1035.14,7.12,0
44,57.13,728,10.7,786.6,6.53,1
38,73.59,632,4.44,861.53,6.11,0
20,70.22,500,7.8,1020.24,2.91,0
44,66.31,699,8.04,1088.86,4.0,0
35,75.24,645,2.19,628.66,6.84,0
30,63.05,627,8.51,411.25,7.03,1
42,35.33,627,4.35,875.11,7.11,0
33,54.33,708,5.08,711.93,6.49,1
23,32.93,651,3.99,914.58,4.7,0
53,69.86,745,10.84,880.51,4.96,0
35,73.44,747,2.49,685.41,3.34,1
34,74.13,661,7.29,1359.11,6.69,0
31,67.34,644,4.13,903.74,9.36,1
47,74.52,689,9.27,773.77,6.36,0
30,36.35,670,12.96,922.32,5.36,1
20,58.39,557,4.11,1016.57,6.54,0
28,38.78,814,6.42,760.84,6.3,1
48,54.63,730,4.84,1410.46,3.9,0
43,84.24,648,9.11,565.03,6.88,1
32,76.4,546,5.25,580.33,6.34,1
49,69.93,667,8.72,548.15,6.24,1
42,57.28,639,4.81,900.86,9.48,1
32,45.1,676,12.73,1004.05,6.35,1
33,62.81,529,0.0,827.3,9.23,0
38,76.66,647,7.13,1003.39,5.26,0
27,66.15,651,5.97,1000.44,4.23,0
35,36.21,667,5.86,820.63,5.29,0
38,61.57,663,6.86,994.03,8.26,0
18,31.3,684,6.18,856.78,5.36,0
33,72.06,786,6.66,810.01,4.36,1
32,49.6,644,7.22,790.33,7.01,1
45,41.65,616,11.25,951.27,5.92,0
18,72.27,559,0.0,1167.91,7.36,0
31,68.39,644,11.54,634.89,5.49,1
30,63.49,582,13.68,794.33,5.12,0
45,92.88,747,0.75,935.79,8.99,1
35,69.52,673,6.14,1286.51,5.25,0
53,50.33,746,10.11,994.97,5.25,0
42,67.79,783,8.76,721.2,7.19,1
31,55.71,619,11.03,696.74,2.32,0
37,79.0,656,7.12,1116.72,7.6,0
31,64.21,773,0.0,831.0,9.18,1
44,65.7,693,9.91,629.2,7.8,1
22,38.36,717,7.91,1123.04,4.94,0
27,60.92,752,10.4,967.8,5.42,0
40,59.16,743,1.4,637.29,6.6,1
47,44.64,709,2.35,605.13,7.05,1
18,56.68,778,6.05,423.12,8.92,1
49,66.54,675,10.0,763.08,8.85,1
34,59.93,716,10.83,967.01,6.18,1
18,38.82,668,3.82,1111.32,5.7,0
18,55.9,751,4.78,993.49,5.33,1
20,52.98,631,14.62,612.94,7.47,1
35,62.9,562,4.34,837.58,8.12,0
34,61.28,726,8.03,1214.46,6.6,0
41,53.83,609,4.64,787.34,6.5,0
30,53.24,602,7.42,1069.15,9.67,0
24,61.01,769,3.4,1041.98,7.52,1
31,74.44,748,3.49,1067.16,3.42,0
35,64.18,656,4.89,994.86,6.45,0
37,81.35,500,4.36,1066.48,6.8,0
27,77.0,717,5.09,574.06,6.1,1
44,82.45,726,7.58,1233.37,8.39,0
29,80.53,716,11.67,502.55,6.01,1
26,83.44,713,4.23,968.6,5.02,0
30,42.7,667,3.03,889.34,5.43,0
46,69.71,651,6.03,762.36,7.51,1
34,78.27,603,3.45,685.46,4.47,0
28,80.99,631,1.09,1020.94,5.76,0
44,48.44,703,9.19,1076.29,7.77,1
56,69.86,704,6.24,877.32,4.46,0
37,61.13,735,6.54,836.37,4.94,1
47,87.71,582,0.22,1181.91,3.96,0
45,39.19,564,4.25,807.22,5.16,0
29,48.46,653,1.75,890.72,5.72,1
35,32.84,609,5.94,855.21,6.14,0
22,62.17,693,6.4,1443.57,5.12,0
33,93.96,588,6.4,715.21,5.93,0
29,59.33,763,4.0,1082.91,7.97,1
31,61.52,622,3.44,526.14,7.0,0
28,68.25,791,5.42,689.26,9.7,1
32,58.26,717,7.07,831.97,5.49,1
40,65.49,606,4.26,871.19,5.83,0
34,65.88,827,3.19,839.63,6.73,1
18,47.32,699,3.32,878.13,5.73,1
28,58.59,692,4.02,748.41,6.46,1
20,71.13,675,4.64,1183.27,3.62,0
37,73.93,713,2.71,679.91,5.94,1
40,79.48,717,4.66,1063.78,7.82,1
38,65.03,619,9.71,1049.08,9.36,1
27,65.34,665,5.12,691.48,8.67,1
37,71.25,688,2.28,819.26,6.69,0
30,51.08,721,0.0,899.45,7.22,0
24,50.46,722,11.51,1268.59,7.0,1
42,58.13,692,9.42,818.78,5.67,1
43,40.87,641,6.85,1697.2,5.06,0
44,66.1,638,9.49,1068.93,6.87,0
29,75.74,597,7.58,975.57,6.33,0
47,49.35,721,5.77,1094.53,7.76,0
30,66.53,637,2.28,521.91,2.93,0
42,50.56,667,11.73,1157.81,6.24,1
30,44.75,697,4.69,608.98,8.31,1
33,90.83,680,4.85,1091.33,7.36,1
18,44.97,680,6.11,769.64,5.03,1
32,40.81,617,6.16,724.16,4.54,0
36,63.22,699,7.72,1289.95,6.43,1
31,64.03,658,7.38,878.08,7.68,1
53,70.01,674,4.27,563.17,7.27,0
23,90.02,761,6.08,1114.45,6.67,1
29,48.34,715,7.63,631.46,7.46,1
26,51.32,640,4.01,1199.36,6.89,1
29,84.13,670,10.34,896.43,7.4,1
45,74.09,792,5.94,619.76,7.91,1
50,72.0,658,10.8,1080.69,5.83,1
28,51.15,683,1.82,1014.66,5.17,0
28,76.89,726,7.96,432.86,7.59,1
23,72.05,695,3.33,886.05,5.73,0
48,62.84,654,4.1,965.75,3.58,0
46,51.23,628,8.71,952.92,8.64,1
34,61.6,679,5.31,859.36,6.88,1
21,84.73,726,13.79,1063.9,6.81,1
22,43.59,772,7.55,1025.17,6.22,1
37,48.0,577,3.91,906.85,7.76,0
40,50.58,803,7.56,848.0,4.58,1
18,53.84,660,5.29,932.59,6.51,0
32,59.76,745,8.5,767.19,6.92,1
51,74.38,628,5.11,675.05,7.33,1
33,66.92,567,7.22,652.76,3.94,0
50,60.91,588,6.6,878.0,7.39,0
41,64.15,657,6.24,711.3,5.87,0
24,69.36,717,9.13,865.06,5.52,1
32,34.77,682,0.59,1192.62,4.16,0
34,76.07,662,6.29,854.45,9.85,1
25,47.6,758,3.9,930.4,6.31,0
25,53.35,680,1.95,849.68,6.87,1
50,65.11,700,3.49,1187.43,4.92,0
25,58.87,850,4.14,1264.71,4.21,0
46,67.3,679,5.29,796.7,7.72,1
31,62.13,631,7.01,1060.12,4.48,1
35,55.66,714,7.63,1360.05,8.46,1
41,82.93,731,4.77,644.66,9.2,1
29,70.62,701,10.75,1115.67,5.34,1
41,64.53,691,4.89,517.04,5.81,1
18,70.39,784,0.16,906.52,2.69,0
39,49.42,775,4.97,869.18,3.89,0
18,92.62,672,6.14,524.46,7.45,1
33,43.69,635,0.0,1139.63,8.38,0
44,61.7,710,9.62,932.48,5.33,0
41,55.7,635,5.7,696.0,5.55,0
22,55.13,742,2.54,972.29,4.13,1
23,53.19,710,3.12,1098.84,4.8,0
28,48.42,850,8.29,510.87,8.49,1
37,77.83,783,8.65,207.37,6.97,1
18,41.93,604,4.05,890.76,3.81,0
35,74.75,644,1.93,730.98,7.35,0
38,69.73,546,6.39,1194.47,10.0,1
32,54.29,530,6.94,818.51,5.91,0
40,67.99,688,7.7,968.08,5.5,1
37,57.63,597,4.31,858.86,7.37,0
30,43.48,795,5.63,559.89,8.01,1
18,43.64,761,6.06,906.71,7.73,1
36,69.83,661,8.9,608.24,6.02,1
25,69.05,657,9.99,597.47,5.87,1
29,63.63,784,10.8,658.53,3.91,1
40,54.13,800,9.91,639.23,4.66,1
49,57.14,615,11.44,853.7,7.04,0
35,55.12,606,9.04,813.76,5.7,1
41,33.8,659,4.23,962.51,6.87,0
21,60.92,710,10.6,553.68,6.14,1
37,67.84,644,1.87,844.63,6.59,0
34,61.01,712,13.09,794.11,6.53,1
47,86.54,817,3.07,944.31,7.62,1
30,44.93,582,8.66,954.86,7.77,0
33,50.08,649,10.33,934.38,6.47,1
46,62.0,583,7.38,682.14,6.19,0
34,63.66,621,0.0,905.43,6.45,0
24,31.48,659,3.16,787.1,5.32,1
61,69.04,629,7.07,1189.12,8.13,0
24,63.72,716,7.91,924.27,5.66,0
34,28.21,691,5.46,917.46,6.26,0
38,58.25,701,6.22,618.2,6.76,1
38,47.87,659,1.59,770.11,6.97,1
33,53.2,665,11.32,956.93,6.9,1
33,39.93,655,4.87,882.68,6.3,1
33,66.24,663,8.37,880.31,8.97,0
24,86.43,709,10.21,514.19,6.61,1
57,63.98,545,2.53,720.9,6.12,0
33,27.61,700,6.38,839.52,9.2,1
41,64.28,619,6.83,1164.37,5.33,0
32,57.08,656,5.23,483.96,9.19,1
31,43.48,571,8.78,670.3,3.51,0
30,65.3,655,4.0,482.39,5.9,1
20,73.2,699,6.16,971.59,4.0,1
33,49.97,712,4.89,1160.95,4.46,1
31,35.34,597,12.98,979.31,7.18,1
47,29.82,709,4.01,1026.99,6.93,0
23,50.01,760,8.23,672.95,5.59,1
29,57.67,645,11.39,981.27,8.95,1
26,52.26,680,3.24,730.06,8.2,0
49,49.75,535,6.29,913.14,6.42,0
26,68.52,617,3.04,1010.53,3.79,0
41,66.94,699,0.0,835.78,7.94,1
45,62.99,747,3.64,1080.44,5.78,0
34,72.25,638,4.29,864.01,6.94,1
21,50.16,850,4.47,960.2,7.7,1
21,43.58,702,5.1,1316.01,5.9,0
44,52.16,591,6.02,1009.45,8.42,0
22,51.13,770,2.41,735.14,5.93,0
39,29.23,592,7.05,794.3,7.31,1
36,51.82,703,9.64,1092.08,7.63,1
39,76.57,615,9.99,1129.4,7.87,1
40,72.01,585,5.22,891.98,9.12,1
26,67.88,747,8.68,564.04,5.27,1
25,61.97,662,3.96,690.94,4.8,0
42,81.73,801,4.97,939.76,6.02,1
29,44.1,609,7.2,1027.68,10.0,0
18,45.53,571,5.0,1121.05,8.53,1
41,76.86,646,2.21,452.92,5.67,1
25,60.41,850,8.5,1091.72,5.98,1
40,49.93,738,3.51,1213.94,6.48,1
49,68.28,719,4.44,373.42,6.91,1
35,53.42,721,9.17,898.83,7.46,1
45,47.44,646,7.61,1066.71,7.52,1
37,47.02,850,6.53,589.49,8.3,1
51,64.82,712,1.59,790.13,9.5,1
24,63.09,706,2.51,1023.25,6.3,1
35,82.75,749,7.19,785.0,6.18,1
42,55.65,591,7.89,820.0,5.95,0
33,55.39,618,6.76,948.58,6.08,1
47,81.59,663,4.58,642.64,7.05,1
31,74.78,749,4.48,665.28,7.45,1
56,62.17,589,6.65,1003.05,9.09,0
56,36.58,675,2.24,1108.77,5.44,0
38,47.82,665,6.28,987.67,7.04,0
41,44.19,570,1.83,1199.47,5.24,0
47,60.55,644,2.84,992.33,7.11,0
23,52.37,718,6.53,1306.35,10.0,1
22,84.04,576,7.75,914.47,6.29,0
48,36.43,779,7.03,955.59,10.0,1
38,42.58,713,2.66,988.7,5.24,0
33,63.67,704,0.39,761.83,5.81,0
35,67.82,681,5.98,729.26,5.99,0
18,21.19,604,0.3,701.98,6.76,0
33,33.97,635,8.83,777.74,6.27,1
27,56.05,705,2.76,1355.57,7.65,1
44,80.34,634,12.7,1300.73,2.38,0
45,88.32,693,3.11,827.86,5.03,1
41,53.78,617,7.39,807.48,9.34,1
39,57.44,712,3.79,427.69,4.39,0
20,47.45,717,5.5,681.26,5.97,1
41,69.5,566,6.55,721.95,7.42,1
41,82.93,685,8.58,803.27,6.43,1
47,78.84,573,9.06,774.67,5.23,0
56,59.56,550,8.18,947.25,7.17,0
18,47.42,638,9.11,1070.49,7.75,1
31,60.12,850,4.15,739.88,5.6,1
28,80.71,734,7.95,1216.12,7.11,1
37,53.99,777,4.98,976.05,7.79,1
35,32.77,723,8.96,1095.42,8.12,1
33,54.6,694,6.35,803.3,7.06,1
45,55.81,743,7.86,1020.22,9.06,1
24,32.68,635,6.87,999.77,6.57,0
25,63.48,713,8.28,1222.87,5.03,1
25,67.59,762,3.58,1043.59,6.17,0
31,87.9,729,1.28,1087.82,8.32,1
23,40.01,767,8.97,783.62,5.16,0
35,70.96,693,10.03,1163.1,3.14,0
